character	episode	words	profanities
11	237	0.97	0
1	238	28.72	7.5
2	238	2.99	54.05
3	238	0.03	0
4	238	0.0	0
5	238	21.75	3.71
6	238	0.0	0
7	238	0.0	0
8	238	0.0	0
9	238	0.0	0
10	238	0.16	333.33
11	238	0.83	0
1	239	6.07	24.75
2	239	5.92	5.08
3	239	9.1	16.5
4	239	0.18	0
5	239	5.35	5.62
6	239	0.0	0
7	239	24.18	19.88
8	239	2.91	0
9	239	0.51	0
10	239	0.81	37.04
11	239	1.47	0
1	240	35.7	5.49
2	240	1.05	0
3	240	0.59	0
4	240	0.0	0
5	240	0.65	0
6	240	0.0	0
7	240	0.0	0
8	240	0.0	0
9	240	0.0	0
10	240	0.0	0
11	240	0.0	0
1	241	0.0	0
2	241	0.0	0
3	241	0.0	0
4	241	0.0	0
5	241	0.0	0
6	241	0.0	0
7	241	0.0	0
8	241	0.0	0
9	241	0.0	0
10	241	0.0	0
11	241	0.0	0
1	242	0.5	117.65
2	242	14.46	6.16
3	242	0.27	0
4	242	0.0	0
5	242	0.06	0
6	242	0.0	0
7	242	0.0	0
8	242	0.0	0
9	242	0.3	0
10	242	0.0	0
11	242	0.0	0
1	243	28.11	11.51
2	243	21.93	22.95
3	243	12.15	44.38
4	243	0.5	0
5	243	1.44	0
6	243	0.0	0
7	243	0.0	0
8	243	0.0	0
9	243	0.0	0
10	243	0.0	0
11	243	1.26	28.57
1	244	23.6	13.68
2	244	3.87	8.33
3	244	10.66	0
4	244	0.94	0
5	244	6.97	37.04
6	244	0.0	0
7	244	9.49	3.4
8	244	0.0	0
9	244	0.0	0
10	244	1.39	0
11	244	2.91	0
1	245	22.88	15.34
2	245	3.8	0
3	245	2.74	34.88
4	245	1.18	54.05
5	245	8.23	0
6	245	0.0	0
7	245	2.81	0
8	245	0.0	0
9	245	0.0	0
10	245	0.0	0
11	245	0.16	0
1	246	27.15	21.74
2	246	12.5	0
3	246	12.05	8.65
4	246	1.15	0
5	246	1.94	0
6	246	0.0	0
7	246	6.32	0
8	246	0.0	0
9	246	0.0	0
10	246	1.63	0
11	246	0.56	0
1	247	3.13	28.57
2	247	0.45	0
3	247	2.38	0
4	247	0.0	0
5	247	9.14	9.77
6	247	0.0	0
7	247	0.0	0
8	247	22.87	18.23
9	247	1.13	0
10	247	1.94	15.38
11	247	0.63	95.24
1	248	36.96	30.33
2	248	14.54	7.01
3	248	8.97	11.36
4	248	0.24	0
5	248	3.67	18.52
6	248	0.0	0
7	248	1.02	0
8	248	0.0	0
9	248	0.0	0
10	248	0.0	0
11	248	0.0	0
1	249	13.0	9.13
2	249	7.0	8.47
3	249	10.53	0
4	249	0.5	117.65
5	249	0.0	0
6	249	0.0	0
7	249	8.87	16.72
8	249	5.13	5.78
9	249	4.12	14.39
10	249	0.24	0
11	249	2.76	21.51
1	250	30.15	24.5
2	250	0.44	76.92
3	250	5.1	13.16
4	250	0.0	0
5	250	2.99	11.24
6	250	0.0	0
7	250	15.25	0
8	250	1.68	0
9	250	2.48	13.51
10	250	0.57	0
11	250	0.3	0
1	251	0.0	0
2	251	0.0	0
3	251	0.0	0
4	251	0.0	0
5	251	0.0	0
6	251	0.0	0
7	251	1.65	19.61
8	251	0.0	0
9	251	0.0	0
10	251	0.0	0
11	251	0.0	0
1	252	26.6	49.94
2	252	3.73	17.39
3	252	0.87	0
4	252	0.75	43.48
5	252	13.38	4.84
6	252	0.0	0
7	252	3.24	10.0
8	252	0.0	0
9	252	0.84	0
10	252	0.0	0
11	252	0.23	0
1	253	3.74	30.77
2	253	6.41	4.48
3	253	11.53	2.49
4	253	0.09	333.33
5	253	0.55	0
6	253	0.0	0
7	253	12.16	7.09
8	253	0.0	0
9	253	0.0	0
10	253	0.0	0
11	253	0.0	0
1	254	30.84	47.31
2	254	11.47	32.42
3	254	5.41	42.33
4	254	0.94	30.3
5	254	20.63	11.1
6	254	0.0	0
7	254	0.0	0
8	254	0.0	0
9	254	0.0	0
10	254	0.14	200.0
11	254	0.0	0
1	255	17.4	18.9
2	255	6.97	9.43
3	255	8.29	7.94
4	255	0.89	0
5	255	0.56	0
6	255	0.0	0
7	255	12.2	10.78
8	255	1.48	0
9	255	0.79	0
10	255	0.0	0
11	255	0.13	0
1	256	14.1	17.35
2	256	21.71	7.04
3	256	3.82	0
4	256	0.06	0
5	256	0.55	0
6	256	0.0	0
7	256	16.54	5.55
8	256	3.15	0
9	256	1.13	0
10	256	0.0	0
11	256	0.0	0
1	257	10.96	8.04
2	257	19.52	6.02
3	257	5.56	21.16
4	257	0.0	0
5	257	0.56	105.26
6	257	0.0	0
7	257	8.5	10.38
8	257	0.0	0
9	257	0.0	0
10	257	0.0	0
11	257	0.0	0
