character	episode	words	profanities
7	238	0.0	0
8	238	0.0	0
9	238	0.0	0
10	238	0.21	250.0
11	238	0.82	0
1	239	6.06	24.27
2	239	5.91	4.98
3	239	8.94	13.16
4	239	0.18	0
5	239	5.35	5.49
6	239	0.0	0
7	239	24.31	18.14
8	239	2.88	0
9	239	0.53	0
10	239	0.79	37.04
11	239	1.44	0
1	240	35.37	7.52
2	240	1.06	0
3	240	0.6	0
4	240	0.0	0
5	240	0.66	0
6	240	0.0	0
7	240	0.0	0
8	240	0.0	0
9	240	0.0	0
10	240	0.0	0
11	240	0.0	0
1	241	0.0	0
2	241	0.0	0
3	241	0.0	0
4	241	0.0	0
5	241	0.0	0
6	241	0.0	0
7	241	0.0	0
8	241	0.0	0
9	241	0.0	0
10	241	0.0	0
11	241	0.0	0
1	242	0.49	117.65
2	242	14.33	6.09
3	242	0.26	0
4	242	0.0	0
5	242	0.06	0
6	242	0.0	0
7	242	0.0	0
8	242	0.0	0
9	242	0.29	0
10	242	0.0	0
11	242	0.0	0
1	243	27.99	16.86
2	243	22.0	24.75
3	243	12.2	44.64
4	243	0.51	0
5	243	1.45	0
6	243	0.0	0
7	243	0.0	0
8	243	0.0	0
9	243	0.0	0
10	243	0.0	0
11	243	1.27	28.57
1	244	23.6	8.05
2	244	3.86	0
3	244	10.64	0
4	244	0.92	0
5	244	6.84	37.04
6	244	0.0	0
7	244	9.63	3.29
8	244	0.0	0
9	244	0.0	0
10	244	1.39	0
11	244	2.85	0
1	245	23.08	9.52
2	245	3.74	0
3	245	2.76	22.73
4	245	1.16	54.05
5	245	8.19	0
6	245	0.0	0
7	245	2.73	0
8	245	0.0	0
9	245	0.0	0
10	245	0.0	0
11	245	0.16	0
1	246	27.2	18.84
2	246	12.4	0
3	246	12.13	5.63
4	246	1.13	0
5	246	1.95	0
6	246	0.0	0
7	246	6.56	0
8	246	0.0	0
9	246	0.0	0
10	246	1.61	0
11	246	0.55	0
1	247	3.11	18.87
2	247	0.44	0
3	247	2.38	0
4	247	0.0	0
5	247	9.1	9.68
6	247	0.0	0
7	247	0.0	0
8	247	22.81	9.01
9	247	1.12	0
10	247	1.94	15.15
11	247	0.62	47.62
1	248	36.82	29.74
2	248	14.58	7.04
3	248	8.97	15.27
4	248	0.24	142.86
5	248	3.7	27.78
6	248	0.0	0
7	248	1.03	0
8	248	0.0	0
9	248	0.0	0
10	248	0.0	0
11	248	0.0	0
1	249	13.05	9.17
2	249	7.03	4.26
3	249	10.62	0
4	249	0.51	117.65
5	249	0.0	0
6	249	0.0	0
7	249	8.71	17.18
8	249	5.15	5.81
9	249	4.07	14.71
10	249	0.24	0
11	249	2.78	21.51
1	250	29.87	40.0
2	250	0.44	0
3	250	5.12	13.33
4	250	0.0	0
5	250	3.0	11.36
6	250	0.0	0
7	250	15.16	0
8	250	1.71	0
9	250	2.46	13.89
10	250	0.58	0
11	250	0.31	0
1	251	0.0	0
2	251	0.0	0
3	251	0.0	0
4	251	0.0	0
5	251	0.0	0
6	251	0.0	0
7	251	1.67	19.61
8	251	0.0	0
9	251	0.0	0
10	251	0.0	0
11	251	0.0	0
1	252	26.67	20.33
2	252	3.64	8.77
3	252	0.93	0
4	252	0.73	43.48
5	252	13.24	4.82
6	252	0.0	0
7	252	3.38	9.43
8	252	0.0	0
9	252	0.83	0
10	252	0.0	0
11	252	0.22	0
1	253	3.77	30.08
2	253	6.36	4.46
3	253	11.44	2.48
4	253	0.09	333.33
5	253	0.51	0
6	253	0.0	0
7	253	12.4	6.86
8	253	0.0	0
9	253	0.0	0
10	253	0.0	0
11	253	0.0	0
1	254	30.93	10.9
2	254	11.43	22.11
3	254	5.45	15.46
4	254	0.93	30.3
5	254	20.7	6.78
6	254	0.0	0
7	254	0.0	0
8	254	0.0	0
9	254	0.0	0
10	254	0.14	0
11	254	0.0	0
1	255	17.45	19.05
2	255	7.01	9.48
3	255	8.38	7.94
4	255	0.9	0
5	255	0.57	0
6	255	0.0	0
7	255	11.97	11.11
8	255	1.5	0
9	255	0.8	0
10	255	0.0	0
11	255	0.13	0
1	256	14.34	16.67
2	256	21.71	6.88
3	256	3.91	0
4	256	0.06	0
5	256	0.54	0
6	256	0.0	0
7	256	16.58	5.41
8	256	3.2	0
9	256	1.11	0
10	256	0.0	0
11	256	0.0	0
1	257	10.99	13.16
2	257	19.51	7.41
3	257	5.49	21.05
4	257	0.0	0
5	257	0.55	105.26
6	257	0.0	0
7	257	8.5	10.2
8	257	0.0	0
9	257	0.0	0
10	257	0.0	0
11	257	0.0	0
